Id,Prob_Yes
607,3.7266392841865614e-06
608,2.902311985211097e-06
609,0.00012339457598623172
610,6.144174602214718e-06
611,2.3823690999334297e-07
612,1.12535162055095e-07
613,1.3709572068578445e-06
614,5.829126566113865e-05
615,8.315280276641321e-07
616,5.043474082014517e-07
617,0.005220125693558397
618,8.764247451323235e-08
619,2.3823690999334297e-07
620,5.043474082014517e-07
621,3.059022269256247e-07
622,0.0002611903190957194
623,5.043474082014517e-07
624,6.825602910446288e-08
625,2.753569111458347e-05
626,6.144174602214718e-06
627,8.315280276641321e-07
628,0.7772998611746911
629,5.043474082014517e-07
630,2.3823690999334297e-07
631,1.7603432133424858e-06
632,1.12535162055095e-07
633,0.0024726231566347748
634,6.144174602214718e-06
635,5.043474082014517e-07
636,5.043474082014517e-07
637,6.475947982049266e-07
638,5.043474082014517e-07
639,5.043474082014517e-07
640,5.043474082014517e-07
641,2.2603242979035742e-06
642,3.059022269256247e-07
643,6.475947982049266e-07
644,3.059022269256247e-07
645,1.0129990980873921e-05
646,0.06008665017400762
647,5.043474082014517e-07
648,3.9278620026704423e-07
649,5.043474082014517e-07
650,3.9278620026704423e-07
651,1.0677028700441467e-06
652,5.043474082014517e-07
653,5.043474082014517e-07
654,5.829126566113865e-05
655,5.043474082014517e-07
656,3.9278620026704423e-07
657,8.764247451323235e-08
658,5.043474082014517e-07
659,5.043474082014517e-07
660,3.9278620026704423e-07
661,2.5109990926928157e-08
662,3.059022269256247e-07
663,2.3823690999334297e-07
664,1.8553910183683314e-07
665,1.3007128466476033e-05
666,8.315280276641321e-07
667,0.0002034269780552065
668,0.9999898700090192
669,8.315280276641321e-07
670,5.043474082014517e-07
671,0.00012339457598623172
672,5.043474082014517e-07
673,0.0002034269780552065
674,1.3007128466476033e-05
675,8.764247451323235e-08
676,0.8519528019683106
677,5.043474082014517e-07
678,5.043474082014517e-07
679,6.475947982049266e-07
680,5.043474082014517e-07
681,2.902311985211097e-06
682,2.2603242979035742e-06
683,1.8553910183683314e-07
684,0.8175744761936437
685,8.315280276641321e-07
686,3.535625074174431e-05
687,8.764247451323235e-08
688,0.0005527786369235996
689,4.1399375473943306e-08
690,5.043474082014517e-07
691,1.8553910183683314e-07
692,7.484622751061124e-05
693,3.059022269256247e-07
694,8.764247451323235e-08
695,0.00015843621910252594
696,1.8553910183683314e-07
697,5.043474082014517e-07
698,1.0677028700441467e-06
699,7.484622751061124e-05
700,5.3157849718487075e-08
701,3.059022269256247e-07
702,3.535625074174431e-05
703,1.670142184809518e-05
704,0.8807970779778823
705,8.315280276641321e-07
706,3.9278620026704423e-07
707,0.006692850924284856
708,3.7266392841865614e-06
709,1.12535162055095e-07
710,0.9525741268224334
711,2.3823690999334297e-07
712,5.043474082014517e-07
713,3.9278620026704423e-07
714,0.0009110511944006454
715,6.475947982049266e-07
716,3.059022269256247e-07
717,3.059022269256247e-07
718,1.8553910183683314e-07
719,3.059022269256247e-07
720,5.043474082014517e-07
721,2.3823690999334297e-07
722,0.00012339457598623172
723,1.8553910183683314e-07
724,3.059022269256247e-07
725,5.043474082014517e-07
726,3.7266392841865614e-06
727,0.02297736991002561
728,6.475947982049266e-07
729,1.3709572068578445e-06
730,0.005220125693558397
731,3.059022269256247e-07
