Id,Prob_Yes
2119,3.535625074174431e-05
2120,0.00015843621910252594
2121,3.059022269256247e-07
2122,3.9278620026704423e-07
2123,2.3823690999334297e-07
2124,5.043474082014517e-07
2125,1.8553910183683314e-07
2126,1.0677028700441467e-06
2127,8.315280276641321e-07
2128,6.475947982049266e-07
2129,1.8553910183683314e-07
2130,5.043474082014517e-07
2131,2.3823690999334297e-07
2132,1.4449800373124837e-07
2133,6.825602910446288e-08
2134,0.004070137715896127
2135,4.785094494890118e-06
2136,1.3709572068578445e-06
2137,5.043474082014517e-07
2138,1.8553910183683314e-07
2139,3.9278620026704423e-07
2140,5.043474082014517e-07
2141,6.144174602214718e-06
2142,2.2603242979035742e-06
2143,0.008577485413711986
2144,2.2603242979035742e-06
2145,8.315280276641321e-07
2146,3.059022269256247e-07
2147,1.8553910183683314e-07
2148,3.059022269256247e-07
2149,1.7603432133424858e-06
2150,1.0677028700441467e-06
2151,3.059022269256247e-07
2152,0.0015011822567369915
2153,8.764247451323235e-08
2154,6.475947982049266e-07
2155,1.3007128466476033e-05
2156,8.315280276641321e-07
2157,6.475947982049266e-07
2158,5.043474082014517e-07
2159,8.315280276641321e-07
2160,1.8553910183683314e-07
2161,1.8553910183683314e-07
2162,6.144174602214718e-06
2163,1.8553910183683314e-07
2164,5.043474082014517e-07
2165,8.315280276641321e-07
2166,1.0677028700441467e-06
2167,1.12535162055095e-07
2168,7.484622751061124e-05
2169,0.02297736991002561
2170,1.12535162055095e-07
2171,2.2603242979035742e-06
2172,0.02297736991002561
2173,0.18242552380635632
2174,0.0009110511944006454
2175,1.0677028700441467e-06
2176,0.00043055708132461493
2177,1.4449800373124837e-07
2178,1.4449800373124837e-07
2179,3.9278620026704423e-07
2180,4.785094494890118e-06
2181,8.315280276641321e-07
2182,5.3157849718487075e-08
2183,1.4449800373124837e-07
2184,1.12535162055095e-07
2185,1.8553910183683314e-07
2186,0.8807970779778823
2187,0.0015011822567369915
2188,1.3709572068578445e-06
2189,6.144174602214718e-06
2190,0.037326887344129464
2191,3.9278620026704423e-07
2192,0.9890130573694068
2193,3.059022269256247e-07
2194,5.043474082014517e-07
2195,3.059022269256247e-07
2196,0.04742587317756679
2197,0.0024726231566347748
2198,1.3709572068578445e-06
2199,6.475947982049266e-07
2200,3.059022269256247e-07
2201,1.8553910183683314e-07
2202,1.522997951276035e-08
2203,2.3823690999334297e-07
2204,3.059022269256247e-07
2205,2.3823690999334297e-07
2206,8.315280276641321e-07
2207,5.043474082014517e-07
2208,0.9706877692486436
2209,0.0011695102650555148
2210,1.4449800373124837e-07
2211,0.0009110511944006454
2212,0.22270013882530884
2213,3.7266392841865614e-06
2214,4.5397868702434395e-05
2215,1.8553910183683314e-07
2216,3.9278620026704423e-07
2217,5.043474082014517e-07
2218,1.0677028700441467e-06
2219,2.902311985211097e-06
2220,0.0002611903190957194
2221,2.144494842091395e-05
2222,6.475947982049266e-07
2223,3.7266392841865614e-06
2224,1.0677028700441467e-06
2225,5.043474082014517e-07
2226,1.0677028700441467e-06
2227,9.610241549947395e-05
2228,1.3709572068578445e-06
2229,1.8553910183683314e-07
2230,0.008577485413711986
2231,4.5397868702434395e-05
2232,5.043474082014517e-07
2233,5.043474082014517e-07
2234,1.12535162055095e-07
2235,3.9278620026704423e-07
2236,1.8553910183683314e-07
2237,1.8553910183683314e-07
2238,0.02297736991002561
2239,2.3823690999334297e-07
2240,8.315280276641321e-07
2241,1.8553910183683314e-07
2242,3.535625074174431e-05
2243,7.889262586245034e-06
2244,1.8553910183683314e-07
2245,3.059022269256247e-07
2246,3.535625074174431e-05
2247,2.3823690999334297e-07
2248,0.07585818002124356
2249,1.3007128466476033e-05
2250,1.8553910183683314e-07
2251,0.9706877692486436
2252,5.043474082014517e-07
2253,1.670142184809518e-05
2254,5.043474082014517e-07
2255,1.4449800373124837e-07
2256,5.043474082014517e-07
2257,3.2241866333029355e-08
2258,3.9278620026704423e-07
2259,0.0007096703991005882
2260,1.3709572068578445e-06
2261,2.2603242979035742e-06
2262,1.0677028700441467e-06
2263,0.005220125693558397
2264,5.043474082014517e-07
2265,1.8553910183683314e-07
2266,5.043474082014517e-07
2267,6.475947982049266e-07
2268,1.670142184809518e-05
2269,3.059022269256247e-07
2270,0.2689414213699951
2271,1.4449800373124837e-07
2272,2.3823690999334297e-07
2273,3.059022269256247e-07
2274,1.3007128466476033e-05
2275,0.008577485413711986
2276,3.9278620026704423e-07
2277,5.043474082014517e-07
2278,5.043474082014517e-07
2279,0.5
2280,1.7603432133424858e-06
2281,3.9278620026704423e-07
2282,3.9278620026704423e-07
2283,1.3709572068578445e-06
2284,8.315280276641321e-07
2285,2.3823690999334297e-07
2286,5.829126566113865e-05
2287,3.059022269256247e-07
2288,3.535625074174431e-05
2289,1.0677028700441467e-06
2290,2.144494842091395e-05
2291,1.8553910183683314e-07
2292,3.9278620026704423e-07
2293,1.12535162055095e-07
2294,1.12535162055095e-07
2295,8.315280276641321e-07
2296,5.829126566113865e-05
2297,2.3823690999334297e-07
2298,1.3007128466476033e-05
2299,0.8175744761936437
2300,4.5397868702434395e-05
2301,1.7603432133424858e-06
2302,3.535625074174431e-05
2303,0.00012339457598623172
2304,0.6224593312018546
2305,5.043474082014517e-07
2306,3.9278620026704423e-07
2307,3.059022269256247e-07
2308,1.8553910183683314e-07
2309,3.9278620026704423e-07
2310,3.059022269256247e-07
2311,0.0024726231566347748
2312,0.0009110511944006454
2313,3.059022269256247e-07
2314,3.9278620026704423e-07
2315,0.0953494648991095
2316,2.3823690999334297e-07
2317,1.8553910183683314e-07
2318,5.043474082014517e-07
2319,2.3823690999334297e-07
2320,1.8553910183683314e-07
2321,3.9278620026704423e-07
2322,6.475947982049266e-07
2323,6.475947982049266e-07
2324,0.1480471980316895
2325,5.043474082014517e-07
2326,3.9278620026704423e-07
2327,4.1399375473943306e-08
2328,1.8553910183683314e-07
2329,5.043474082014517e-07
2330,6.475947982049266e-07
2331,1.12535162055095e-07
2332,6.475947982049266e-07
2333,3.059022269256247e-07
2334,3.059022269256247e-07
2335,0.0007096703991005882
2336,5.043474082014517e-07
2337,0.0011695102650555148
2338,2.753569111458347e-05
2339,5.043474082014517e-07
2340,2.3823690999334297e-07
2341,0.1480471980316895
2342,3.059022269256247e-07
2343,3.059022269256247e-07
2344,1.522997951276035e-08
2345,6.475947982049266e-07
2346,5.043474082014517e-07
2347,1.8553910183683314e-07
2348,2.2603242979035742e-06
2349,1.3709572068578445e-06
2350,3.059022269256247e-07
2351,0.18242552380635632
2352,2.3823690999334297e-07
2353,4.785094494890118e-06
2354,5.043474082014517e-07
2355,5.043474082014517e-07
2356,2.902311985211097e-06
2357,1.12535162055095e-07
2358,3.059022269256247e-07
2359,3.059022269256247e-07
2360,6.475947982049266e-07
2361,3.9278620026704423e-07
2362,1.0677028700441467e-06
2363,0.0005527786369235996
2364,3.059022269256247e-07
2365,0.008577485413711986
2366,8.315280276641321e-07
2367,3.059022269256247e-07
2368,8.315280276641321e-07
2369,5.043474082014517e-07
2370,1.670142184809518e-05
2371,1.4449800373124837e-07
2372,2.3823690999334297e-07
2373,8.764247451323235e-08
2374,0.006692850924284856
2375,1.0677028700441467e-06
2376,0.02297736991002561
2377,8.764247451323235e-08
2378,1.3709572068578445e-06
2379,0.9706877692486436
2380,4.5397868702434395e-05
2381,0.0953494648991095
2382,6.475947982049266e-07
2383,9.610241549947395e-05
2384,0.1480471980316895
2385,0.00015843621910252594
2386,3.059022269256247e-07
2387,1.0677028700441467e-06
2388,5.043474082014517e-07
2389,3.9278620026704423e-07
2390,1.8553910183683314e-07
2391,1.0129990980873921e-05
2392,0.0002611903190957194
2393,5.829126566113865e-05
2394,1.8553910183683314e-07
2395,0.00015843621910252594
2396,5.043474082014517e-07
2397,0.8175744761936437
2398,2.2603242979035742e-06
2399,3.059022269256247e-07
2400,5.043474082014517e-07
2401,0.00043055708132461493
2402,5.043474082014517e-07
2403,1.4449800373124837e-07
2404,1.4449800373124837e-07
2405,0.00015843621910252594
2406,2.753569111458347e-05
2407,5.043474082014517e-07
2408,1.8553910183683314e-07
