Id,Response
607,no
608,no
609,no
610,no
611,no
612,no
613,no
614,no
615,no
616,no
617,no
618,no
619,no
620,no
621,no
622,no
623,no
624,no
625,no
626,no
627,no
628,yes
629,no
630,no
631,no
632,no
633,no
634,no
635,no
636,no
637,no
638,no
639,no
640,no
641,no
642,no
643,no
644,no
645,no
646,no
647,no
648,no
649,no
650,no
651,no
652,no
653,no
654,no
655,no
656,no
657,no
658,no
659,no
660,no
661,no
662,no
663,no
664,no
665,no
666,no
667,no
668,yes
669,no
670,no
671,no
672,no
673,no
674,no
675,no
676,yes
677,no
678,no
679,no
680,no
681,no
682,no
683,no
684,yes
685,no
686,no
687,no
688,no
689,no
690,no
691,no
692,no
693,no
694,no
695,no
696,no
697,no
698,no
699,no
700,no
701,no
702,no
703,no
704,yes
705,no
706,no
707,no
708,no
709,no
710,yes
711,no
712,no
713,no
714,no
715,no
716,no
717,no
718,no
719,no
720,no
721,no
722,no
723,no
724,no
725,no
726,no
727,no
728,no
729,no
730,no
731,no
732,no
733,no
734,no
735,no
736,no
737,no
738,no
739,no
740,no
741,no
742,no
743,no
744,no
745,no
746,no
747,no
748,no
749,no
750,no
751,no
752,no
753,no
754,no
755,no
756,no
757,no
758,no
759,no
760,no
761,no
762,no
763,no
764,no
765,no
766,no
767,no
768,no
769,no
770,no
771,no
772,no
773,no
774,no
775,no
776,no
777,no
778,no
779,no
780,no
781,no
782,no
783,yes
784,no
785,no
786,no
787,no
788,no
789,no
790,no
791,no
792,no
793,no
794,no
795,no
796,no
797,no
798,no
799,no
800,yes
801,yes
802,yes
803,yes
804,yes
805,no
806,yes
807,no
808,no
809,no
810,no
811,no
812,no
813,no
814,no
815,no
816,no
817,no
818,no
819,no
820,no
821,no
822,no
823,yes
824,no
825,no
826,no
827,yes
828,yes
829,no
830,no
831,no
832,yes
833,no
834,no
835,no
836,no
837,yes
838,yes
839,yes
840,yes
841,yes
842,yes
843,no
844,no
845,no
846,no
847,no
848,no
849,yes
850,no
851,no
852,no
853,yes
854,no
855,yes
856,yes
857,no
858,yes
859,no
860,no
861,no
862,no
863,no
864,no
865,no
866,yes
867,no
868,no
869,no
870,no
871,no
872,no
873,no
874,no
875,no
876,no
877,no
878,no
879,no
880,no
881,no
882,no
883,no
884,no
885,no
886,yes
887,no
888,no
889,yes
890,no
891,yes
892,no
893,yes
894,no
895,yes
896,yes
897,no
898,yes
899,yes
900,yes
901,yes
902,yes
903,yes
904,no
905,yes
906,yes
907,yes
908,yes
909,no
