Id,Prob_Yes
2421,1.8553910183683314e-07
2422,6.475947982049266e-07
2423,0.0011695102650555148
2424,5.043474082014517e-07
2425,0.5621765008857981
2426,0.008577485413711986
2427,5.043474082014517e-07
2428,5.043474082014517e-07
2429,3.9278620026704423e-07
2430,1.4449800373124837e-07
2431,2.3823690999334297e-07
2432,1.0129990980873921e-05
2433,5.043474082014517e-07
2434,0.0015011822567369915
2435,5.043474082014517e-07
2436,0.0024726231566347748
2437,0.998498817743263
2438,6.825602910446288e-08
2439,2.3823690999334297e-07
2440,0.029312230751356316
2441,1.8553910183683314e-07
2442,0.995929862284104
2443,0.005220125693558397
2444,0.006692850924284856
2445,4.1399375473943306e-08
2446,5.043474082014517e-07
2447,5.043474082014517e-07
2448,1.12535162055095e-07
2449,1.7603432133424858e-06
2450,1.8553910183683314e-07
2451,5.043474082014517e-07
2452,5.043474082014517e-07
2453,1.0129990980873921e-05
2454,1.0677028700441467e-06
2455,3.059022269256247e-07
2456,5.043474082014517e-07
2457,7.889262586245034e-06
2458,3.059022269256247e-07
2459,3.9278620026704423e-07
2460,6.475947982049266e-07
2461,0.00012339457598623172
2462,8.315280276641321e-07
2463,8.764247451323235e-08
2464,0.8175744761936437
2465,8.764247451323235e-08
2466,1.4449800373124837e-07
2467,3.059022269256247e-07
2468,2.902311985211097e-06
2469,5.043474082014517e-07
2470,5.043474082014517e-07
2471,2.3823690999334297e-07
2472,6.475947982049266e-07
2473,5.043474082014517e-07
2474,1.7603432133424858e-06
2475,1.8553910183683314e-07
2476,1.4449800373124837e-07
2477,1.8553910183683314e-07
2478,2.3823690999334297e-07
2479,1.8553910183683314e-07
2480,3.059022269256247e-07
2481,1.12535162055095e-07
2482,1.4449800373124837e-07
2483,3.059022269256247e-07
2484,1.0677028700441467e-06
2485,6.144174602214718e-06
2486,0.017986209962091555
2487,2.5109990926928157e-08
2488,5.043474082014517e-07
2489,8.315280276641321e-07
2490,3.9278620026704423e-07
2491,1.3007128466476033e-05
2492,2.3823690999334297e-07
2493,2.3823690999334297e-07
2494,2.3823690999334297e-07
2495,1.3709572068578445e-06
2496,1.12535162055095e-07
2497,5.043474082014517e-07
2498,3.2241866333029355e-08
2499,0.0007096703991005882
2500,1.0129990980873921e-05
2501,6.475947982049266e-07
2502,5.043474082014517e-07
2503,1.8553910183683314e-07
2504,1.4449800373124837e-07
2505,0.9980732653366725
2506,3.059022269256247e-07
2507,1.12535162055095e-07
2508,1.4449800373124837e-07
2509,2.902311985211097e-06
2510,5.043474082014517e-07
2511,1.3709572068578445e-06
2512,4.1399375473943306e-08
2513,3.9278620026704423e-07
2514,6.475947982049266e-07
2515,8.764247451323235e-08
2516,8.764247451323235e-08
2517,5.043474082014517e-07
2518,2.3823690999334297e-07
2519,1.12535162055095e-07
2520,3.059022269256247e-07
2521,0.22270013882530884
2522,5.043474082014517e-07
2523,0.0953494648991095
2524,1.12535162055095e-07
2525,0.00012339457598623172
2526,8.764247451323235e-08
2527,3.059022269256247e-07
2528,6.475947982049266e-07
2529,2.753569111458347e-05
2530,1.4449800373124837e-07
2531,1.8553910183683314e-07
2532,5.043474082014517e-07
2533,6.825602910446288e-08
2534,2.3823690999334297e-07
2535,0.0009110511944006454
2536,5.3157849718487075e-08
2537,1.4449800373124837e-07
2538,2.3823690999334297e-07
2539,8.764247451323235e-08
2540,1.8553910183683314e-07
2541,5.043474082014517e-07
2542,1.3709572068578445e-06
2543,3.059022269256247e-07
2544,5.043474082014517e-07
2545,1.3007128466476033e-05
2546,0.8807970779778823
2547,5.043474082014517e-07
2548,1.4449800373124837e-07
2549,1.3007128466476033e-05
2550,9.610241549947395e-05
2551,0.0007096703991005882
2552,0.01098694263059318
2553,0.00015843621910252594
2554,1.12535162055095e-07
2555,5.043474082014517e-07
2556,3.9278620026704423e-07
2557,1.8553910183683314e-07
2558,3.9278620026704423e-07
2559,1.8553910183683314e-07
2560,2.3823690999334297e-07
2561,5.3157849718487075e-08
2562,5.043474082014517e-07
2563,2.902311985211097e-06
2564,5.043474082014517e-07
2565,5.043474082014517e-07
2566,1.3709572068578445e-06
2567,5.043474082014517e-07
2568,5.043474082014517e-07
2569,6.825602910446288e-08
2570,0.0031726828424851893
2571,1.0129990980873921e-05
2572,1.8553910183683314e-07
2573,3.059022269256247e-07
2574,2.3823690999334297e-07
2575,5.3157849718487075e-08
2576,5.043474082014517e-07
2577,8.764247451323235e-08
2578,3.9278620026704423e-07
2579,5.043474082014517e-07
2580,2.3823690999334297e-07
2581,5.043474082014517e-07
2582,0.02297736991002561
2583,0.00043055708132461493
2584,1.8553910183683314e-07
2585,2.3823690999334297e-07
2586,6.825602910446288e-08
2587,2.2603242979035742e-06
2588,5.043474082014517e-07
2589,5.043474082014517e-07
2590,0.006692850924284856
2591,4.785094494890118e-06
2592,1.0677028700441467e-06
2593,0.0024726231566347748
2594,8.764247451323235e-08
2595,2.2603242979035742e-06
2596,1.12535162055095e-07
2597,5.829126566113865e-05
2598,0.00015843621910252594
2599,4.785094494890118e-06
2600,0.017986209962091555
2601,2.3823690999334297e-07
2602,0.0011695102650555148
2603,1.8553910183683314e-07
2604,5.3157849718487075e-08
2605,2.3823690999334297e-07
2606,2.3823690999334297e-07
2607,1.4449800373124837e-07
2608,0.014063627043245474
2609,3.7266392841865614e-06
2610,0.014063627043245474
2611,3.059022269256247e-07
2612,3.9278620026704423e-07
2613,5.043474082014517e-07
2614,2.3823690999334297e-07
2615,8.764247451323235e-08
2616,6.144174602214718e-06
2617,1.4449800373124837e-07
2618,0.004070137715896127
2619,1.8553910183683314e-07
2620,1.3709572068578445e-06
2621,5.043474082014517e-07
2622,1.12535162055095e-07
2623,8.315280276641321e-07
2624,1.8553910183683314e-07
2625,5.043474082014517e-07
2626,5.043474082014517e-07
2627,1.0677028700441467e-06
2628,0.017986209962091555
2629,8.315280276641321e-07
2630,1.7603432133424858e-06
2631,4.5397868702434395e-05
2632,3.9278620026704423e-07
2633,4.785094494890118e-06
2634,5.043474082014517e-07
2635,6.825602910446288e-08
