Id,Response
1213,no
1214,no
1215,no
1216,no
1217,no
1218,no
1219,no
1220,no
1221,no
1222,no
1223,no
1224,no
1225,no
1226,no
1227,yes
1228,no
1229,no
1230,no
1231,no
1232,no
1233,no
1234,no
1235,no
1236,no
1237,no
1238,no
1239,no
1240,no
1241,no
1242,no
1243,no
1244,no
1245,no
1246,no
1247,no
1248,no
1249,no
1250,no
1251,no
1252,no
1253,no
1254,no
1255,no
1256,no
1257,yes
1258,no
1259,no
1260,no
1261,no
1262,no
1263,no
1264,yes
1265,no
1266,no
1267,no
1268,no
1269,no
1270,no
1271,no
1272,no
1273,yes
1274,no
1275,no
1276,no
1277,no
1278,no
1279,no
1280,no
1281,no
1282,no
1283,no
1284,no
1285,no
1286,no
1287,no
1288,no
1289,no
1290,no
1291,no
1292,no
1293,no
1294,no
1295,no
1296,no
1297,no
1298,no
1299,no
1300,no
1301,no
1302,yes
1303,no
1304,no
1305,no
1306,no
1307,no
1308,no
1309,no
1310,no
1311,no
1312,no
1313,no
1314,no
1315,no
1316,no
1317,no
1318,no
1319,no
1320,no
1321,no
1322,no
1323,no
1324,no
1325,no
1326,no
1327,no
1328,no
1329,no
1330,no
1331,no
1332,no
1333,no
1334,no
1335,no
1336,no
1337,no
1338,no
1339,no
1340,no
1341,no
1342,no
1343,no
1344,no
1345,no
1346,no
1347,no
1348,no
1349,no
1350,no
1351,no
1352,no
1353,no
1354,no
1355,no
1356,no
1357,no
1358,no
1359,yes
1360,no
1361,no
1362,no
1363,no
1364,yes
1365,no
1366,no
1367,no
1368,no
1369,no
1370,no
1371,no
1372,no
1373,no
1374,no
1375,no
1376,no
1377,no
1378,no
1379,no
1380,no
1381,no
1382,no
1383,no
1384,no
1385,no
1386,no
1387,no
1388,no
1389,no
1390,no
1391,no
1392,no
1393,no
1394,no
1395,no
1396,no
1397,no
1398,no
1399,no
1400,no
1401,no
1402,no
1403,no
1404,no
1405,no
1406,no
1407,no
1408,no
1409,no
1410,no
1411,no
1412,no
1413,yes
1414,no
1415,no
1416,no
1417,no
1418,no
1419,no
1420,no
1421,no
1422,no
1423,no
1424,no
1425,no
1426,no
1427,no
1428,no
1429,no
1430,no
1431,no
1432,no
1433,no
1434,no
1435,no
1436,no
1437,no
1438,no
1439,no
1440,no
1441,yes
1442,no
1443,no
1444,no
1445,no
1446,no
1447,no
1448,no
1449,no
1450,no
1451,no
1452,no
1453,no
1454,no
1455,no
1456,no
1457,no
1458,no
1459,no
1460,no
1461,no
1462,no
1463,no
1464,no
1465,no
1466,no
1467,no
1468,no
1469,no
1470,no
1471,no
1472,no
1473,no
1474,no
1475,no
1476,no
1477,no
1478,no
1479,no
1480,no
1481,no
1482,no
1483,no
1484,no
1485,no
1486,no
1487,no
1488,no
1489,no
1490,no
1491,no
1492,no
1493,no
1494,no
1495,no
1496,no
1497,no
1498,no
1499,no
1500,no
1501,no
1502,no
1503,no
1504,no
1505,yes
1506,no
1507,no
1508,no
1509,no
1510,no
1511,no
1512,yes
1513,no
1514,no
