Id,Prob_Yes,Confidence,Raw_JSON
1515,2.902311985211097e-06,0.95,"{
  ""inference"": ""no"",
  ""confidence"": 0.95
}

Explanation:
The provided M"
1516,1.9947297215270572e-06,0.95,"{
  ""inference"": ""no"",
  ""confidence"": 0.95
}

Explanation:
The provided M"
1517,1.4449800373124837e-07,0.95,"{
  ""inference"": ""no"",
  ""confidence"": 0.95
}

Explanation:
The report does"
1518,0.004609572179374208,0.95,"{
  ""inference"": ""no"",
  ""confidence"": 0.95
}

Explanation:
The report mentions"
1519,1.9947297215270572e-06,0.95,"{
  ""inference"": ""no"",
  ""confidence"": 0.95
}

Explanation:
The provided M"
1520,0.0005527786369235996,0.95,"{
  ""inference"": ""no"",
  ""confidence"": 0.95
}

Explanation:
The report indicates"
1521,0.002800926967120973,0.95,"{
  ""inference"": ""no"",
  ""confidence"": 0.95
}

Explanation:
The report indicates"
1522,1.9947297215270572e-06,0.95,"{
  ""inference"": ""no"",
  ""confidence"": 0.95
}

Explanation:
The provided M"
1523,0.00010889691002655443,0.95,"{
  ""inference"": ""no"",
  ""confidence"": 0.95
}

Explanation:
The report does"
1524,4.450850519411503e-07,0.95,"{
  ""inference"": ""no"",
  ""confidence"": 0.95
}

Explanation:
The provided M"
1525,0.000487857122782266,0.95,"{
  ""inference"": ""no"",
  ""confidence"": 0.95
}

Explanation:
The report mentions"
1526,0.006692850924284856,0.95,"{
  ""inference"": ""no"",
  ""confidence"": 0.95
}

Explanation:
The report indicates"
1527,2.4300240743279598e-05,0.95,"{
  ""inference"": ""no"",
  ""confidence"": 0.95
}

Explanation:
The report does"
1528,6.475947982049266e-07,0.95,"{
  ""inference"": ""no"",
  ""confidence"": 0.95
}

Explanation:
The provided M"
1529,1.9947297215270572e-06,0.95,"{
  ""inference"": ""no"",
  ""confidence"": 0.95
}

Explanation:
The report indicates"
1530,1.9947297215270572e-06,0.95,"{
  ""inference"": ""no"",
  ""confidence"": 0.95
}

Explanation:
The provided M"
1531,6.144174602214718e-06,0.95,"{
  ""inference"": ""no"",
  ""confidence"": 0.95
}

Explanation:
The report does"
1532,4.006369222920725e-05,0.95,"{
  ""inference"": ""no"",
  ""confidence"": 0.95
}

Explanation:
The report does"
1533,0.0009110511944006454,0.95,"{
  ""inference"": ""no"",
  ""confidence"": 0.95
}

Explanation:
The report does"
1534,0.6513548646660542,0.95,"{
  ""inference"": ""no"",
  ""confidence"": 0.95
}

Explanation:
The report indicates"
1535,1.209865683527418e-06,0.95,"{
  ""inference"": ""no"",
  ""confidence"": 0.95
}

Explanation:
The report indicates"
1536,1.0677028700441467e-06,0.95,"{
  ""inference"": ""no"",
  ""confidence"": 0.95
}

Explanation:
The report indicates"
1537,3.9278620026704423e-07,0.95,"{
  ""inference"": ""no"",
  ""confidence"": 0.95
}

Explanation:
The report indicates"
1538,1.7603432133424858e-06,0.95,"{
  ""inference"": ""no"",
  ""confidence"": 0.95
}

Explanation:
The provided M"
1539,3.288749065460498e-06,0.95,"{
  ""inference"": ""no"",
  ""confidence"": 0.95
}

Explanation:
The provided M"
1540,1.9947297215270572e-06,0.95,"{
  ""inference"": ""no"",
  ""confidence"": 0.95
}

Explanation:
The report does"
1541,1.9947297215270572e-06,0.95,"{
  ""inference"": ""no"",
  ""confidence"": 0.95
}

Explanation:
The provided M"
1542,0.7057850278370112,0.95,"{
  ""inference"": ""no"",
  ""confidence"": 0.95
}

Explanation:
The report indicates"
1543,1.9947297215270572e-06,0.95,"{
  ""inference"": ""no"",
  ""confidence"": 0.95
}

Explanation:
The provided M"
1544,1.209865683527418e-06,0.95,"{
  ""inference"": ""no"",
  ""confidence"": 0.95
}

Explanation:
The report indicates"
1545,2.1024334103591293e-07,0.95,"{
  ""inference"": ""no"",
  ""confidence"": 0.95
}

Explanation:
The provided M"
