Id,Prob_Yes
1817,6.475947982049266e-07
1818,3.059022269256247e-07
1819,3.9278620026704423e-07
1820,1.7603432133424858e-06
1821,5.043474082014517e-07
1822,1.4449800373124837e-07
1823,5.043474082014517e-07
1824,1.12535162055095e-07
1825,1.3709572068578445e-06
1826,1.0677028700441467e-06
1827,0.679178699175393
1828,1.4449800373124837e-07
1829,0.004070137715896127
1830,3.059022269256247e-07
1831,5.043474082014517e-07
1832,1.0129990980873921e-05
1833,6.475947982049266e-07
1834,2.902311985211097e-06
1835,1.0129990980873921e-05
1836,4.5397868702434395e-05
1837,5.043474082014517e-07
1838,2.3823690999334297e-07
1839,5.043474082014517e-07
1840,1.8553910183683314e-07
1841,0.04742587317756679
1842,1.7603432133424858e-06
1843,5.043474082014517e-07
1844,1.4449800373124837e-07
1845,5.043474082014517e-07
1846,1.12535162055095e-07
1847,2.2603242979035742e-06
1848,6.475947982049266e-07
1849,5.043474082014517e-07
1850,5.043474082014517e-07
1851,5.043474082014517e-07
1852,4.5397868702434395e-05
1853,3.9278620026704423e-07
1854,5.043474082014517e-07
1855,3.9278620026704423e-07
1856,2.902311985211097e-06
1857,3.059022269256247e-07
1858,0.9992903296008995
1859,2.5109990926928157e-08
1860,0.00015843621910252594
1861,5.043474082014517e-07
1862,1.0129990980873921e-05
1863,1.7603432133424858e-06
1864,8.315280276641321e-07
1865,1.3007128466476033e-05
1866,3.059022269256247e-07
1867,0.9999546021312976
1868,6.475947982049266e-07
1869,5.043474082014517e-07
1870,8.764247451323235e-08
1871,6.475947982049266e-07
1872,0.5621765008857981
1873,2.902311985211097e-06
1874,3.059022269256247e-07
1875,3.9278620026704423e-07
1876,0.008577485413711986
1877,5.043474082014517e-07
1878,3.7266392841865614e-06
1879,3.059022269256247e-07
1880,0.017986209962091555
1881,1.0677028700441467e-06
1882,0.014063627043245474
1883,5.043474082014517e-07
1884,3.9278620026704423e-07
1885,6.475947982049266e-07
1886,5.043474082014517e-07
1887,3.9278620026704423e-07
1888,0.7772998611746911
1889,3.059022269256247e-07
1890,5.043474082014517e-07
1891,5.043474082014517e-07
1892,6.825602910446288e-08
1893,0.0002034269780552065
1894,3.9278620026704423e-07
1895,3.7266392841865614e-06
1896,6.144174602214718e-06
1897,5.043474082014517e-07
1898,1.8553910183683314e-07
1899,1.3709572068578445e-06
1900,3.9278620026704423e-07
1901,0.0015011822567369915
1902,5.043474082014517e-07
1903,0.1480471980316895
1904,1.4449800373124837e-07
1905,5.043474082014517e-07
1906,4.785094494890118e-06
1907,2.902311985211097e-06
1908,1.0677028700441467e-06
1909,5.043474082014517e-07
1910,3.9278620026704423e-07
1911,6.475947982049266e-07
1912,5.043474082014517e-07
1913,3.9278620026704423e-07
1914,0.0002611903190957194
1915,7.889262586245034e-06
1916,5.043474082014517e-07
1917,2.2603242979035742e-06
1918,5.043474082014517e-07
1919,1.12535162055095e-07
1920,1.0677028700441467e-06
1921,5.043474082014517e-07
1922,0.004070137715896127
1923,5.043474082014517e-07
1924,1.7603432133424858e-06
1925,8.315280276641321e-07
1926,6.144174602214718e-06
1927,3.9278620026704423e-07
1928,3.059022269256247e-07
1929,2.3823690999334297e-07
1930,8.764247451323235e-08
1931,1.0677028700441467e-06
1932,1.0677028700441467e-06
1933,8.315280276641321e-07
1934,1.12535162055095e-07
1935,0.8519528019683106
1936,0.11920292202211755
1937,5.043474082014517e-07
1938,1.4449800373124837e-07
1939,6.475947982049266e-07
1940,2.902311985211097e-06
1941,6.475947982049266e-07
1942,5.829126566113865e-05
1943,5.043474082014517e-07
1944,1.3709572068578445e-06
1945,2.3823690999334297e-07
1946,3.059022269256247e-07
1947,3.9278620026704423e-07
1948,3.9278620026704423e-07
1949,5.043474082014517e-07
1950,1.12535162055095e-07
1951,0.02297736991002561
1952,3.7266392841865614e-06
1953,3.059022269256247e-07
1954,5.043474082014517e-07
1955,1.8553910183683314e-07
1956,0.02297736991002561
1957,1.7603432133424858e-06
1958,1.7603432133424858e-06
1959,1.4449800373124837e-07
1960,6.475947982049266e-07
1961,3.7266392841865614e-06
1962,1.0129990980873921e-05
1963,1.4449800373124837e-07
1964,1.4449800373124837e-07
1965,3.535625074174431e-05
1966,0.0019267346633274755
1967,6.475947982049266e-07
1968,3.9278620026704423e-07
1969,3.059022269256247e-07
1970,1.0677028700441467e-06
1971,7.484622751061124e-05
1972,5.043474082014517e-07
1973,0.029312230751356316
1974,7.889262586245034e-06
1975,1.4449800373124837e-07
1976,1.8553910183683314e-07
1977,1.8553910183683314e-07
1978,6.475947982049266e-07
1979,5.043474082014517e-07
1980,5.043474082014517e-07
1981,0.0011695102650555148
1982,3.059022269256247e-07
1983,1.8553910183683314e-07
1984,1.7603432133424858e-06
1985,8.764247451323235e-08
1986,1.4449800373124837e-07
1987,0.02297736991002561
1988,3.9278620026704423e-07
1989,0.0031726828424851893
1990,1.8553910183683314e-07
1991,1.3709572068578445e-06
1992,6.825602910446288e-08
1993,3.9278620026704423e-07
1994,5.043474082014517e-07
1995,6.475947982049266e-07
1996,1.4449800373124837e-07
1997,1.8553910183683314e-07
1998,5.043474082014517e-07
1999,8.315280276641321e-07
2000,6.475947982049266e-07
2001,3.9278620026704423e-07
2002,5.043474082014517e-07
2003,1.8553910183683314e-07
2004,0.8175744761936437
2005,5.043474082014517e-07
2006,5.043474082014517e-07
2007,6.475947982049266e-07
2008,6.144174602214718e-06
2009,5.043474082014517e-07
2010,0.22270013882530884
2011,5.043474082014517e-07
2012,5.043474082014517e-07
2013,8.315280276641321e-07
2014,8.315280276641321e-07
2015,5.043474082014517e-07
2016,5.043474082014517e-07
2017,5.043474082014517e-07
2018,5.043474082014517e-07
2019,3.9278620026704423e-07
2020,5.043474082014517e-07
2021,1.670142184809518e-05
2022,0.8519528019683106
2023,8.315280276641321e-07
2024,1.4449800373124837e-07
2025,5.043474082014517e-07
2026,3.059022269256247e-07
2027,3.9278620026704423e-07
2028,1.670142184809518e-05
2029,5.043474082014517e-07
2030,2.3823690999334297e-07
2031,3.9278620026704423e-07
2032,5.043474082014517e-07
2033,0.0019267346633274755
2034,5.043474082014517e-07
2035,8.315280276641321e-07
2036,1.12535162055095e-07
2037,0.9996646498695336
2038,5.043474082014517e-07
2039,0.00043055708132461493
2040,0.9859363729567544
2041,1.3007128466476033e-05
2042,1.0677028700441467e-06
2043,5.829126566113865e-05
2044,1.12535162055095e-07
2045,5.043474082014517e-07
2046,5.043474082014517e-07
2047,5.043474082014517e-07
2048,0.0007096703991005882
2049,5.043474082014517e-07
2050,0.006692850924284856
2051,5.043474082014517e-07
2052,3.059022269256247e-07
2053,5.043474082014517e-07
2054,0.00015843621910252594
2055,5.043474082014517e-07
2056,5.043474082014517e-07
2057,1.3709572068578445e-06
2058,0.0019267346633274755
2059,3.9278620026704423e-07
2060,5.043474082014517e-07
2061,5.043474082014517e-07
2062,7.889262586245034e-06
2063,3.9278620026704423e-07
2064,5.043474082014517e-07
2065,5.043474082014517e-07
2066,0.4378234991142019
2067,1.8553910183683314e-07
2068,1.4449800373124837e-07
2069,6.475947982049266e-07
2070,8.764247451323235e-08
2071,0.1480471980316895
2072,5.043474082014517e-07
2073,0.0002611903190957194
2074,6.475947982049266e-07
2075,3.9278620026704423e-07
2076,4.1399375473943306e-08
2077,8.315280276641321e-07
2078,2.3823690999334297e-07
2079,3.9278620026704423e-07
2080,0.014063627043245474
2081,0.00012339457598623172
2082,5.043474082014517e-07
2083,3.059022269256247e-07
2084,0.00015843621910252594
2085,1.4449800373124837e-07
2086,1.7603432133424858e-06
2087,1.0129990980873921e-05
2088,0.5
2089,1.12535162055095e-07
2090,6.825602910446288e-08
2091,0.02297736991002561
2092,0.1480471980316895
2093,0.0002611903190957194
2094,0.5621765008857981
2095,5.3157849718487075e-08
2096,7.484622751061124e-05
2097,1.4449800373124837e-07
2098,5.3157849718487075e-08
2099,5.043474082014517e-07
2100,5.043474082014517e-07
2101,6.825602910446288e-08
2102,2.3823690999334297e-07
2103,0.00043055708132461493
2104,0.00043055708132461493
2105,5.043474082014517e-07
2106,1.7603432133424858e-06
2107,1.12535162055095e-07
2108,5.043474082014517e-07
2109,0.0015011822567369915
2110,6.475947982049266e-07
2111,6.825602910446288e-08
2112,3.059022269256247e-07
2113,1.12535162055095e-07
2114,5.043474082014517e-07
2115,2.2603242979035742e-06
2116,5.043474082014517e-07
2117,0.00012339457598623172
2118,5.043474082014517e-07
